Frames,Total Rotations,Average time per rotation (s),Rotations per 20 seconds,Mouse number,Hemisphere,Brain region,Stimulation,Time stim is ON (s),Session #,Control #,File name path,Video file,Time stim is OFF (s)
2249,1.115835407302556,80.65705695570989,0.2479634238450124,24,Right,STN,0Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/24_right_STN_0Hz_2.h5,24_right_STN_0Hz_2,90.0
500,-1.06587774802938,18.76387797472691,1.06587774802938,24,Right,STN,0Hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/24_right_STN_0Hz.h5,24_right_STN_0Hz,
500,0.5256809634446318,38.04588979016079,0.5256809634446318,24,Right,STN,0Hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/24_right_STN_0Hz.h5,24_right_STN_0Hz,
500,-1.487515451990085,13.44523848356858,1.487515451990085,24,Right,STN,0Hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/24_right_STN_0Hz.h5,24_right_STN_0Hz,
750,0.6505400823790742,46.115528946791,0.4336933882527161,24,Right,STN,0Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/24_right_STN_0Hz.h5,24_right_STN_0Hz,30.0
1500,0.999895850631262,60.00624961301752,0.3332986168770873,24,Right,STN,0Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/24_right_STN_0Hz.h5,24_right_STN_0Hz,60.0
1500,-1.264703884713996,47.44193540100384,0.421567961571332,24,Right,STN,0Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/24_right_STN_0Hz.h5,24_right_STN_0Hz,60.0
2249,-3.1941630331945503,28.176395213612214,0.7098140073765667,24,Right,STN,0Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/24_right_STN_0Hz.h5,24_right_STN_0Hz,90.0
500,0.2419227773972882,82.67100855557631,0.2419227773972882,24,Right,STN,50hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/24_right_STN_50hz_2.h5,24_right_STN_50hz_2,
500,-0.1091076510617666,183.30520183848384,0.1091076510617666,24,Right,STN,50hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/24_right_STN_50hz_2.h5,24_right_STN_50hz_2,
500,0.2417716934634786,82.72266994325017,0.2417716934634786,24,Right,STN,50hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/24_right_STN_50hz_2.h5,24_right_STN_50hz_2,
750,-0.1335981184116111,224.554060765819,0.0890654122744074,24,Right,STN,50hz,,,1.0,/Users/Carolina/SLEAP_project/inference/24_right_STN_50hz_2.h5,24_right_STN_50hz_2,30.0
1500,0.3345623569282833,179.3387652779526,0.111520785642761,24,Right,STN,50hz,,,2.0,/Users/Carolina/SLEAP_project/inference/24_right_STN_50hz_2.h5,24_right_STN_50hz_2,60.0
1500,-0.4644968647295276,129.17202365819512,0.1548322882431758,24,Right,STN,50hz,,,3.0,/Users/Carolina/SLEAP_project/inference/24_right_STN_50hz_2.h5,24_right_STN_50hz_2,60.0
2249,-2.4785515461182523,36.31153047470495,0.5507892324707228,24,Right,STN,50hz,,,4.0,/Users/Carolina/SLEAP_project/inference/24_right_STN_50hz_2.h5,24_right_STN_50hz_2,90.0
500,-0.1693781426306178,118.07898994155502,0.1693781426306178,24,Right,STN,50hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/24_right_STN_50hz.h5,24_right_STN_50hz,
500,0.568960245117768,35.15184087397923,0.568960245117768,24,Right,STN,50hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/24_right_STN_50hz.h5,24_right_STN_50hz,
500,1.725337460415838,11.59193517723752,1.725337460415838,24,Right,STN,50hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/24_right_STN_50hz.h5,24_right_STN_50hz,
750,0.9173479011457776,32.702969029012515,0.6115652674305184,24,Right,STN,50hz,,,1.0,/Users/Carolina/SLEAP_project/inference/24_right_STN_50hz.h5,24_right_STN_50hz,30.0
1500,0.2884476503598103,208.0100147293828,0.0961492167866034,24,Right,STN,50hz,,,2.0,/Users/Carolina/SLEAP_project/inference/24_right_STN_50hz.h5,24_right_STN_50hz,60.0
1500,1.4424995347451737,41.59446748840677,0.4808331782483911,24,Right,STN,50hz,,,3.0,/Users/Carolina/SLEAP_project/inference/24_right_STN_50hz.h5,24_right_STN_50hz,60.0
2249,4.152381070525214,21.67431130992425,0.9227513490056032,24,Right,STN,50hz,,,4.0,/Users/Carolina/SLEAP_project/inference/24_right_STN_50hz.h5,24_right_STN_50hz,90.0
500,2.7834547108675314,7.185315400287765,2.783454710867531,26,Left,STN,0Hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/26_left_STN_0Hz_2.h5,26_left_STN_0Hz_2,
500,1.2688740963027785,15.76200511798265,1.2688740963027785,26,Left,STN,0Hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/26_left_STN_0Hz_2.h5,26_left_STN_0Hz_2,
500,0.1696354639424856,117.89987503309412,0.1696354639424856,26,Left,STN,0Hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/26_left_STN_0Hz_2.h5,26_left_STN_0Hz_2,
750,-0.2810430280113069,106.74522051759648,0.1873620186742046,26,Left,STN,0Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/26_left_STN_0Hz_2.h5,26_left_STN_0Hz_2,30.0
1500,0.616080903542722,97.38980652536864,0.2053603011809073,26,Left,STN,0Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/26_left_STN_0Hz_2.h5,26_left_STN_0Hz_2,60.0
1500,1.6274314632094282,36.86791201742842,0.5424771544031427,26,Left,STN,0Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/26_left_STN_0Hz_2.h5,26_left_STN_0Hz_2,60.0
2249,-2.4091964129561947,37.35685455780912,0.5353769806569322,26,Left,STN,0Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/26_left_STN_0Hz_2.h5,26_left_STN_0Hz_2,90.0
500,2.1784970156562737,9.180641449708384,2.1784970156562737,26,Left,STN,0Hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/26_left_STN_0Hz.h5,26_left_STN_0Hz,
500,1.2128913391588272,16.489523302120812,1.2128913391588272,26,Left,STN,0Hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/26_left_STN_0Hz.h5,26_left_STN_0Hz,
500,-0.0690868819861894,289.4905577588235,0.0690868819861894,26,Left,STN,0Hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/26_left_STN_0Hz.h5,26_left_STN_0Hz,
750,0.2204466823168945,136.0873281679725,0.1469644548779297,26,Left,STN,0Hz,,,1.0,/Users/Carolina/SLEAP_project/inference/26_left_STN_0Hz.h5,26_left_STN_0Hz,30.0
1500,-0.0827740325526493,724.8650107971525,0.0275913441842164,26,Left,STN,0Hz,,,2.0,/Users/Carolina/SLEAP_project/inference/26_left_STN_0Hz.h5,26_left_STN_0Hz,60.0
1500,-4.262610840906936,14.075880308893993,1.420870280302312,26,Left,STN,0Hz,,,3.0,/Users/Carolina/SLEAP_project/inference/26_left_STN_0Hz.h5,26_left_STN_0Hz,60.0
2249,1.4545347875028731,61.87545376931881,0.3232299527784163,26,Left,STN,0Hz,,,4.0,/Users/Carolina/SLEAP_project/inference/26_left_STN_0Hz.h5,26_left_STN_0Hz,90.0
500,0.0739314466471943,270.52087990975343,0.0739314466471943,26,Left,STN,50hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/26_left_STN_50hz_2.h5,26_left_STN_50hz_2,
500,2.8560665924365995,7.002637842186087,2.8560665924365995,26,Left,STN,50hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/26_left_STN_50hz_2.h5,26_left_STN_50hz_2,
500,3.0555054708996043,6.545561835996839,3.0555054708996043,26,Left,STN,50hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/26_left_STN_50hz_2.h5,26_left_STN_50hz_2,
750,-1.818634073353875,16.495896804943737,1.21242271556925,26,Left,STN,50hz,,,1.0,/Users/Carolina/SLEAP_project/inference/26_left_STN_50hz_2.h5,26_left_STN_50hz_2,30.0
1500,1.517516675551955,39.53828051225642,0.5058388918506516,26,Left,STN,50hz,,,2.0,/Users/Carolina/SLEAP_project/inference/26_left_STN_50hz_2.h5,26_left_STN_50hz_2,60.0
1500,-3.3785595386788887,17.759047698612314,1.126186512892963,26,Left,STN,50hz,,,3.0,/Users/Carolina/SLEAP_project/inference/26_left_STN_50hz_2.h5,26_left_STN_50hz_2,60.0
2249,2.2673185998716523,39.69446552641287,0.5038485777492561,26,Left,STN,50hz,,,4.0,/Users/Carolina/SLEAP_project/inference/26_left_STN_50hz_2.h5,26_left_STN_50hz_2,90.0
500,0.6272744376600075,31.883971032851672,0.6272744376600075,26,Left,STN,50hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/26_left_STN_50hz.h5,26_left_STN_50hz,
500,2.828085856922002,7.071921084378732,2.828085856922002,26,Left,STN,50hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/26_left_STN_50hz.h5,26_left_STN_50hz,
500,2.4201454326761924,8.26396617738961,2.4201454326761924,26,Left,STN,50hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/26_left_STN_50hz.h5,26_left_STN_50hz,
750,0.1398451216677281,214.5230354998008,0.0932300811118187,26,Left,STN,50hz,,,1.0,/Users/Carolina/SLEAP_project/inference/26_left_STN_50hz.h5,26_left_STN_50hz,30.0
1500,-1.762400802500916,34.04446929146744,0.587466934166972,26,Left,STN,50hz,,,2.0,/Users/Carolina/SLEAP_project/inference/26_left_STN_50hz.h5,26_left_STN_50hz,60.0
1500,0.6347501201970179,94.52538580280503,0.2115833733990059,26,Left,STN,50hz,,,3.0,/Users/Carolina/SLEAP_project/inference/26_left_STN_50hz.h5,26_left_STN_50hz,60.0
2249,2.5514828724092937,35.273605389722064,0.5669961938687319,26,Left,STN,50hz,,,4.0,/Users/Carolina/SLEAP_project/inference/26_left_STN_50hz.h5,26_left_STN_50hz,90.0
500,-0.7240794762390871,27.621277299394286,0.724079476239087,39,Right,SNr,50hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/39_right_SNr_50hz_2.h5,39_right_SNr_50hz_2,
500,0.3780606062124809,52.901570995099725,0.3780606062124809,39,Right,SNr,50hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/39_right_SNr_50hz_2.h5,39_right_SNr_50hz_2,
1000,1.0062025508014674,39.75342734734565,0.5031012754007337,39,Right,SNr,50hz,,,2.0,/Users/Carolina/SLEAP_project/inference/39_right_SNr_50hz_2.h5,39_right_SNr_50hz_2,40.0
1000,0.6104166087658277,65.52901645463758,0.3052083043829138,39,Right,SNr,50hz,,,3.0,/Users/Carolina/SLEAP_project/inference/39_right_SNr_50hz_2.h5,39_right_SNr_50hz_2,40.0
1375,-0.7409618899315471,74.2278391741323,0.2694406872478353,39,Right,SNr,50hz,,,4.0,/Users/Carolina/SLEAP_project/inference/39_right_SNr_50hz_2.h5,39_right_SNr_50hz_2,55.0
500,0.0158180322093169,1264.3797746359278,0.0158180322093169,39,Right,SNr,50hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/39_right_SNr_50hz.h5,39_right_SNr_50hz,
500,0.0376798277853321,530.7879885742351,0.0376798277853321,39,Right,SNr,50hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/39_right_SNr_50hz.h5,39_right_SNr_50hz,
500,0.7826326636987458,25.554772919238243,0.7826326636987458,39,Right,SNr,50hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/39_right_SNr_50hz.h5,39_right_SNr_50hz,
1375,3.248159813019325,16.93266439032591,1.1811490229161183,39,Right,SNr,50hz,,,4.0,/Users/Carolina/SLEAP_project/inference/39_right_SNr_50hz.h5,39_right_SNr_50hz,55.0
1000,0.6691995496599364,59.77290334449057,0.3345997748299683,39,Right,SNr,50hz,,,3.0,/Users/Carolina/SLEAP_project/inference/39_right_SNr_50hz.h5,39_right_SNr_50hz,40.0
1000,-1.5084881634235152,26.51661509177504,0.7542440817117577,39,Right,SNr,50hz,,,2.0,/Users/Carolina/SLEAP_project/inference/39_right_SNr_50hz.h5,39_right_SNr_50hz,40.0
375,0.1216798880254212,123.27427517739184,0.1622398507005616,39,Right,SNr,50hz,,,1.0,/Users/Carolina/SLEAP_project/inference/39_right_SNr_50hz.h5,39_right_SNr_50hz,15.0
500,-5.9919311609425225,3.337822058164972,5.9919311609425225,39,Right,SNr,0hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/39_right_SNr_0hz.h5,39_right_SNr_0hz,
500,-4.562686209979675,4.383382744194695,4.562686209979675,39,Right,SNr,0hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/39_right_SNr_0hz.h5,39_right_SNr_0hz,
500,-4.500427933522935,4.444021834240106,4.500427933522935,39,Right,SNr,0hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/39_right_SNr_0hz.h5,39_right_SNr_0hz,
375,0.4840622246340204,30.987751649781977,0.6454162995120273,39,Right,SNr,0hz,,,1.0,/Users/Carolina/SLEAP_project/inference/39_right_SNr_0hz.h5,39_right_SNr_0hz,15.0
1000,1.901795409737952,21.032756623127824,0.9508977048689758,39,Right,SNr,0hz,,,2.0,/Users/Carolina/SLEAP_project/inference/39_right_SNr_0hz.h5,39_right_SNr_0hz,40.0
1000,1.93431754796901,20.67912791361434,0.967158773984505,39,Right,SNr,0hz,,,3.0,/Users/Carolina/SLEAP_project/inference/39_right_SNr_0hz.h5,39_right_SNr_0hz,40.0
1375,-0.3836839404484623,143.3471516574663,0.1395214328903499,39,Right,SNr,0hz,,,4.0,/Users/Carolina/SLEAP_project/inference/39_right_SNr_0hz.h5,39_right_SNr_0hz,55.0
500,-5.4754486479321525,3.652668719220508,5.4754486479321525,39,Right,SNr,0hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/39_right_SNr_0hz_2.h5,39_right_SNr_0hz_2,
500,-5.481103006281676,3.648900591191005,5.481103006281676,39,Right,SNr,0hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/39_right_SNr_0hz_2.h5,39_right_SNr_0hz_2,
500,-4.646351694577897,4.304452463927599,4.646351694577897,39,Right,SNr,0hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/39_right_SNr_0hz_2.h5,39_right_SNr_0hz_2,
375,-0.2444252313031697,61.36845987636579,0.3259003084042263,39,Right,SNr,0hz,,,1.0,/Users/Carolina/SLEAP_project/inference/39_right_SNr_0hz_2.h5,39_right_SNr_0hz_2,15.0
1000,2.869224742771176,13.941048048180049,1.434612371385588,39,Right,SNr,0hz,,,2.0,/Users/Carolina/SLEAP_project/inference/39_right_SNr_0hz_2.h5,39_right_SNr_0hz_2,40.0
1000,-0.0115360026501778,3467.405583456888,0.0057680013250889,39,Right,SNr,0hz,,,3.0,/Users/Carolina/SLEAP_project/inference/39_right_SNr_0hz_2.h5,39_right_SNr_0hz_2,40.0
1375,1.4686321347937412,37.44981380767918,0.5340480490159059,39,Right,SNr,0hz,,,4.0,/Users/Carolina/SLEAP_project/inference/39_right_SNr_0hz_2.h5,39_right_SNr_0hz_2,55.0
500,1.7012812749340251,11.7558456057042,1.7012812749340251,39,Left,SNr,50hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/39_left_SNr_50hz.h5,39_left_SNr_50hz,
500,1.812197308441896,11.036325849747422,1.812197308441896,39,Left,SNr,50hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/39_left_SNr_50hz.h5,39_left_SNr_50hz,
500,2.094244020433338,9.549985486343482,2.094244020433338,39,Left,SNr,50hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/39_left_SNr_50hz.h5,39_left_SNr_50hz,
375,0.8553839796045793,17.535984256958017,1.140511972806106,39,Left,SNr,50hz,,,1.0,/Users/Carolina/SLEAP_project/inference/39_left_SNr_50hz.h5,39_left_SNr_50hz,15.0
1000,-0.7155815172555539,55.89859301203122,0.3577907586277769,39,Left,SNr,50hz,,,2.0,/Users/Carolina/SLEAP_project/inference/39_left_SNr_50hz.h5,39_left_SNr_50hz,40.0
1000,1.0014977001220586,39.94018158516486,0.5007488500610293,39,Left,SNr,50hz,,,3.0,/Users/Carolina/SLEAP_project/inference/39_left_SNr_50hz.h5,39_left_SNr_50hz,40.0
1375,0.0644498676932069,853.3764609387554,0.0234363155248025,39,Left,SNr,50hz,,,4.0,/Users/Carolina/SLEAP_project/inference/39_left_SNr_50hz.h5,39_left_SNr_50hz,55.0
500,-0.1570179565143852,127.37396692694632,0.1570179565143852,39,Left,SNr,50hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/39_left_SNr_50hz_2.h5,39_left_SNr_50hz_2,
500,0.6891425954314635,29.0215698936419,0.6891425954314635,39,Left,SNr,50hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/39_left_SNr_50hz_2.h5,39_left_SNr_50hz_2,
500,0.3501402562497081,57.119967335994296,0.3501402562497081,39,Left,SNr,50hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/39_left_SNr_50hz_2.h5,39_left_SNr_50hz_2,
375,1.0101401031012396,14.84942529649934,1.3468534708016526,39,Left,SNr,50hz,,,1.0,/Users/Carolina/SLEAP_project/inference/39_left_SNr_50hz_2.h5,39_left_SNr_50hz_2,15.0
1000,-0.1808410041141118,221.1887740612176,0.0904205020570559,39,Left,SNr,50hz,,,2.0,/Users/Carolina/SLEAP_project/inference/39_left_SNr_50hz_2.h5,39_left_SNr_50hz_2,40.0
1000,0.4800975450474102,83.31640187006154,0.2400487725237051,39,Left,SNr,50hz,,,3.0,/Users/Carolina/SLEAP_project/inference/39_left_SNr_50hz_2.h5,39_left_SNr_50hz_2,40.0
1375,-0.7805305058684595,70.46489482022754,0.283829274861258,39,Left,SNr,50hz,,,4.0,/Users/Carolina/SLEAP_project/inference/39_left_SNr_50hz_2.h5,39_left_SNr_50hz_2,55.0
500,6.638400610631076,3.012773885319752,6.638400610631077,39,Left,SNr,0hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/39_left_SNr_0hz.h5,39_left_SNr_0hz,
500,8.735098383616798,2.289613593535615,8.735098383616798,39,Left,SNr,0hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/39_left_SNr_0hz.h5,39_left_SNr_0hz,
500,6.410005668071733,3.120122046010051,6.410005668071733,39,Left,SNr,0hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/39_left_SNr_0hz.h5,39_left_SNr_0hz,
375,-0.8787079303360362,17.070518521738716,1.1716105737813816,39,Left,SNr,0hz,,,1.0,/Users/Carolina/SLEAP_project/inference/39_left_SNr_0hz.h5,39_left_SNr_0hz,15.0
1000,1.2923887977556674,30.950438497658816,0.6461943988778338,39,Left,SNr,0hz,,,2.0,/Users/Carolina/SLEAP_project/inference/39_left_SNr_0hz.h5,39_left_SNr_0hz,40.0
1000,-1.8771987287386207,21.30834598789543,0.9385993643693108,39,Left,SNr,0hz,,,3.0,/Users/Carolina/SLEAP_project/inference/39_left_SNr_0hz.h5,39_left_SNr_0hz,40.0
1375,1.0835953166721912,50.75695617521627,0.3940346606080696,39,Left,SNr,0hz,,,4.0,/Users/Carolina/SLEAP_project/inference/39_left_SNr_0hz.h5,39_left_SNr_0hz,55.0
500,7.916946998538799,2.526226334935844,7.916946998538799,39,Left,SNr,0hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/39_left_SNr_0hz_2.h5,39_left_SNr_0hz_2,
500,7.099325950153363,2.81716886087868,7.099325950153363,39,Left,SNr,0hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/39_left_SNr_0hz_2.h5,39_left_SNr_0hz_2,
500,6.755385907631149,2.960600663450953,6.755385907631149,39,Left,SNr,0hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/39_left_SNr_0hz_2.h5,39_left_SNr_0hz_2,
375,0.7394514847624034,20.28530648609045,0.9859353130165378,39,Left,SNr,0hz,,,1.0,/Users/Carolina/SLEAP_project/inference/39_left_SNr_0hz_2.h5,39_left_SNr_0hz_2,15.0
1000,-0.3891259956264364,102.79446875710732,0.1945629978132182,39,Left,SNr,0hz,,,2.0,/Users/Carolina/SLEAP_project/inference/39_left_SNr_0hz_2.h5,39_left_SNr_0hz_2,40.0
1000,-1.5677034754608514,25.515029229772782,0.7838517377304257,39,Left,SNr,0hz,,,3.0,/Users/Carolina/SLEAP_project/inference/39_left_SNr_0hz_2.h5,39_left_SNr_0hz_2,40.0
1375,-0.8442859914864156,65.14380263868792,0.307013087813242,39,Left,SNr,0hz,,,4.0,/Users/Carolina/SLEAP_project/inference/39_left_SNr_0hz_2.h5,39_left_SNr_0hz_2,55.0
500,0.6244761993930567,32.02684108607899,0.6244761993930567,42,Right,VLSD2,50hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_50hz.h5,42_right_VLSD2_50hz,
500,0.8319727047758452,24.039250188368275,0.8319727047758452,42,Right,VLSD2,50hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_50hz.h5,42_right_VLSD2_50hz,
500,-1.4555436620721944,13.740570290778408,1.4555436620721944,42,Right,VLSD2,50hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_50hz.h5,42_right_VLSD2_50hz,
375,-0.2284044771917072,65.67296834295423,0.3045393029222763,42,Right,VLSD2,50hz,,,1.0,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_50hz.h5,42_right_VLSD2_50hz,15.0
1000,0.7413317327617609,53.95695102782637,0.3706658663808804,42,Right,VLSD2,50hz,,,2.0,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_50hz.h5,42_right_VLSD2_50hz,40.0
1000,-1.2659255869318389,31.597433856239547,0.6329627934659193,42,Right,VLSD2,50hz,,,3.0,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_50hz.h5,42_right_VLSD2_50hz,40.0
1375,0.0561272904767317,979.9154659496868,0.0204099238097206,42,Right,VLSD2,50hz,,,4.0,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_50hz.h5,42_right_VLSD2_50hz,55.0
500,-1.4649470106747395,13.65237094192793,1.4649470106747395,42,Right,VLSD2,0hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_0hz.h5,42_right_VLSD2_0hz,
500,0.2143501552319329,93.30527415928124,0.2143501552319329,42,Right,VLSD2,0hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_0hz.h5,42_right_VLSD2_0hz,
500,0.3600752449716729,55.54394610374673,0.3600752449716729,42,Right,VLSD2,0hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_0hz.h5,42_right_VLSD2_0hz,
375,-0.766410266987979,19.57176286135957,1.021880355983972,42,Right,VLSD2,0hz,,,1.0,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_0hz.h5,42_right_VLSD2_0hz,15.0
1000,-1.6637912418950798,24.041477676273548,0.8318956209475399,42,Right,VLSD2,0hz,,,2.0,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_0hz.h5,42_right_VLSD2_0hz,40.0
1000,-1.3634874893541014,29.336536134224765,0.6817437446770507,42,Right,VLSD2,0hz,,,3.0,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_0hz.h5,42_right_VLSD2_0hz,40.0
1375,-2.7852598534751936,19.7468110314289,1.0128217649000704,42,Right,VLSD2,0hz,,,4.0,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_0hz.h5,42_right_VLSD2_0hz,55.0
500,1.2082247640527657,16.553211451248288,1.2082247640527657,42,Right,VLSD2,0hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_0hz_2.h5,42_right_VLSD2_0hz_2,
500,-0.7338574040529952,27.25325095794184,0.7338574040529953,42,Right,VLSD2,0hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_0hz_2.h5,42_right_VLSD2_0hz_2,
500,0.9005863005494118,22.20775508998837,0.9005863005494118,42,Right,VLSD2,0hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_0hz_2.h5,42_right_VLSD2_0hz_2,
375,-0.6527132154215263,22.98099631752194,0.8702842872287018,42,Right,VLSD2,0hz,,,1.0,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_0hz_2.h5,42_right_VLSD2_0hz_2,15.0
1000,-3.535588136785041,11.313534962919224,1.7677940683925206,42,Right,VLSD2,0hz,,,2.0,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_0hz_2.h5,42_right_VLSD2_0hz_2,40.0
1000,0.2755374091539969,145.17085038585137,0.1377687045769984,42,Right,VLSD2,0hz,,,3.0,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_0hz_2.h5,42_right_VLSD2_0hz_2,40.0
1375,-1.4580828099403718,37.72076566916609,0.5302119308874079,42,Right,VLSD2,0hz,,,4.0,/Users/Carolina/SLEAP_project/inference/42_right_VLSD2_0hz_2.h5,42_right_VLSD2_0hz_2,55.0
500,1.7097555905250716,11.697578361979756,1.7097555905250716,42,Left,VLSD2,50hz,20.0,1.0,,/Users/Carolina/SLEAP_project/inference/42_left_VLSD2_50hz.h5,42_left_VLSD2_50hz,
500,0.7262443071998524,27.53894220130014,0.7262443071998524,42,Left,VLSD2,50hz,20.0,2.0,,/Users/Carolina/SLEAP_project/inference/42_left_VLSD2_50hz.h5,42_left_VLSD2_50hz,
500,1.286744849360954,15.54309699388558,1.286744849360954,42,Left,VLSD2,50hz,20.0,3.0,,/Users/Carolina/SLEAP_project/inference/42_left_VLSD2_50hz.h5,42_left_VLSD2_50hz,
375,-0.3607703819614159,41.57769248808301,0.4810271759485545,42,Left,VLSD2,50hz,,,1.0,/Users/Carolina/SLEAP_project/inference/42_left_VLSD2_50hz.h5,42_left_VLSD2_50hz,15.0
1000,-1.7813941068548826,22.454323749067232,0.8906970534274414,42,Left,VLSD2,50hz,,,2.0,/Users/Carolina/SLEAP_project/inference/42_left_VLSD2_50hz.h5,42_left_VLSD2_50hz,40.0
