Frames,Total Rotations,Average time per rotation (s),Rotations per 20 seconds,Mouse number,Hemisphere,Brain region,Stimulation,Time stim is OFF (s),Session #,Control #,File name path,Video file,Time stim is ON (s)
375,-0.01455113982379471,-1030.8470801353508,-0.019401519765059612,10,Left,snr,0hz,15.0,,1,/Volumes/Data/inference/10_left_snr_0hz_2.h5,10_left_snr_0hz_2,
500,-0.23480171163937555,-85.17825470845528,-0.23480171163937555,10,Left,snr,0hz,,1,,/Volumes/Data/inference/10_left_snr_0hz_2.h5,10_left_snr_0hz_2,20.0
1500,-1.1545525283502354,-51.968185532221106,-0.3848508427834118,10,Left,snr,0hz,60.0,,2,/Volumes/Data/inference/10_left_snr_0hz_2.h5,10_left_snr_0hz_2,
500,0.12417908459604453,161.0577180936721,0.12417908459604454,10,Left,snr,0hz,,2,,/Volumes/Data/inference/10_left_snr_0hz_2.h5,10_left_snr_0hz_2,20.0
1500,-3.431037442137555,-17.487422102458805,-1.143679147379185,10,Left,snr,0hz,60.0,,3,/Volumes/Data/inference/10_left_snr_0hz_2.h5,10_left_snr_0hz_2,
500,0.7944298757910205,25.175286843392982,0.7944298757910205,10,Left,snr,0hz,,3,,/Volumes/Data/inference/10_left_snr_0hz_2.h5,10_left_snr_0hz_2,20.0
1500,0.4373647760272169,137.18525882446977,0.14578825867573897,10,Left,snr,0hz,60.0,,4,/Volumes/Data/inference/10_left_snr_0hz_2.h5,10_left_snr_0hz_2,
375,0.6246778948633066,24.01237521504156,0.8329038598177421,10,Left,snr,ctr,15.0,,1,/Volumes/Data/inference/10_left_snr_ctr.h5,10_left_snr_ctr,
500,-1.271583011501349,-15.728426551079936,-1.271583011501349,10,Left,snr,ctr,,1,,/Volumes/Data/inference/10_left_snr_ctr.h5,10_left_snr_ctr,20.0
1500,-0.1378192351645794,-435.35287311927027,-0.045939745054859794,10,Left,snr,ctr,60.0,,2,/Volumes/Data/inference/10_left_snr_ctr.h5,10_left_snr_ctr,
500,-0.8504814742060108,-23.51609130424801,-0.8504814742060108,10,Left,snr,ctr,,2,,/Volumes/Data/inference/10_left_snr_ctr.h5,10_left_snr_ctr,20.0
1500,-1.69184392339644,-35.46426426827113,-0.56394797446548,10,Left,snr,ctr,60.0,,3,/Volumes/Data/inference/10_left_snr_ctr.h5,10_left_snr_ctr,
500,-1.9199168631308134,-10.41711773258033,-1.9199168631308132,10,Left,snr,ctr,,3,,/Volumes/Data/inference/10_left_snr_ctr.h5,10_left_snr_ctr,20.0
1500,-3.0973244163182976,-19.371558137045366,-1.032441472106099,10,Left,snr,ctr,60.0,,4,/Volumes/Data/inference/10_left_snr_ctr.h5,10_left_snr_ctr,
375,0.42135068494823497,35.59979972939364,0.5618009132643133,10,Right,snr,0hz,15.0,,1,/Volumes/Data/inference/10_right_snr_0hz_2.h5,10_right_snr_0hz_2,
500,-0.7615611233921483,-26.261844762920575,-0.7615611233921483,10,Right,snr,0hz,,1,,/Volumes/Data/inference/10_right_snr_0hz_2.h5,10_right_snr_0hz_2,20.0
1500,-1.8270007228339735,-32.84070950280211,-0.6090002409446579,10,Right,snr,0hz,60.0,,2,/Volumes/Data/inference/10_right_snr_0hz_2.h5,10_right_snr_0hz_2,
500,0.12206557736801535,163.84635563310388,0.12206557736801535,10,Right,snr,0hz,,2,,/Volumes/Data/inference/10_right_snr_0hz_2.h5,10_right_snr_0hz_2,20.0
1500,-0.43411710618811933,-138.21155431271978,-0.14470570206270644,10,Right,snr,0hz,60.0,,3,/Volumes/Data/inference/10_right_snr_0hz_2.h5,10_right_snr_0hz_2,
500,1.0762954463266963,18.582258308588298,1.0762954463266963,10,Right,snr,0hz,,3,,/Volumes/Data/inference/10_right_snr_0hz_2.h5,10_right_snr_0hz_2,20.0
1500,-0.9620298500453122,-62.368127139894845,-0.3206766166817707,10,Right,snr,0hz,60.0,,4,/Volumes/Data/inference/10_right_snr_0hz_2.h5,10_right_snr_0hz_2,
375,-1.1615824178781877,-12.913418599602988,-1.548776557170917,10,Right,snr,0hz,15.0,,1,/Volumes/Data/inference/10_right_snr_0hz.h5,10_right_snr_0hz,
500,-1.0514535834002292,-19.021286641416225,-1.0514535834002292,10,Right,snr,0hz,,1,,/Volumes/Data/inference/10_right_snr_0hz.h5,10_right_snr_0hz,20.0
1500,-0.9886993999292776,-60.68578579524964,-0.3295664666430925,10,Right,snr,0hz,60.0,,2,/Volumes/Data/inference/10_right_snr_0hz.h5,10_right_snr_0hz,
500,0.21127867745671416,94.66170576582444,0.21127867745671414,10,Right,snr,0hz,,2,,/Volumes/Data/inference/10_right_snr_0hz.h5,10_right_snr_0hz,20.0
1500,-3.994287453055109,-15.021452688415758,-1.3314291510183696,10,Right,snr,0hz,60.0,,3,/Volumes/Data/inference/10_right_snr_0hz.h5,10_right_snr_0hz,
500,-1.1650875259492652,-17.166092293113195,-1.1650875259492652,10,Right,snr,0hz,,3,,/Volumes/Data/inference/10_right_snr_0hz.h5,10_right_snr_0hz,20.0
1500,0.1543645039013256,388.6903950298949,0.051454834633775204,10,Right,snr,0hz,60.0,,4,/Volumes/Data/inference/10_right_snr_0hz.h5,10_right_snr_0hz,
